LPS|GNFR|E-PRTR/PRTR Facility ID|Height class|Longitude (deg)|Latitude (deg)|NOx (as NO2) (kt)|NMVOC (kt)|SOx (as SO2) (kt)|NH3 (kt)|PM2.5 (kt)|PM10 (kt)|CO (kt)|Pb (t)|Cd (t)|Hg (t)|PCDD/ PCDF (dioxins/ furans)(g I-Teq)|PAHs (t)|HCB (kg)|PCBs (kg)
Sauenhaltung Thierbach GmbH|K_AgriLivestock|14-62-62919370000|1|11,9527606090763|50,5834043778672||||0,0187||||||||||
Sauenhaltung Thierbach GmbH Stall Waldenburg (ehem. Strehle GmbH& Co.KG)|K_AgriLivestock|14-64-66284760000|1|12,5873210053927|50,8948164410948||||0,0126||||||||||
Sauenhaltung Thierbach GmbH, Wellaune|K_AgriLivestock|14-82-54457360000|1|12,5580157842602|51,5631104354364||||0,0178||||||||||
Sauenzuchtanlage Greiz- Gommla|K_AgriLivestock|16-79-69563380000|1|12,156927586259|50,6722909595709||||0,0132||||||||||
Sauenzuchtanlage Mörsdorf|K_AgriLivestock|16-84-74020780000|1|11,804594124216|50,8668489585587||||0,0206||||||||||
Sauenzuchtanlage Nebelschütz GmbH|K_AgriLivestock|14-74-47259690000|1|14,1585836906546|51,2590577711712||||0,0243||||||||||
Sauenzuchtanlage Thiemendorf|K_AgriLivestock|16-84-73972190000|1|11,951414000511|50,9960827838662||||0,0697||||||||||
Schaefer Kalk  GmbH & Co. KG|B_Industry|07-01-232540|2|8,05232822624252|50,3174802525126||||||||||||||
Schaefer Kalk GmbH & Co. KG, Werk Steeden|B_Industry|06-00060310533|2|8,11153927412409|50,418856896455||||||||||||||
Scherbring, Clemens|K_AgriLivestock|03-85-45300664980|1|7,90201010939913|52,7253760662959||||0,0117||||||||||
Schlaitzer Landwirtschaftlicher Tierzuchtbetrieb GmbH -|K_AgriLivestock|16185|1|12,4139214716693|51,6559287287262||||0,0105||||||||||
Schmitz, Wolfgang|K_AgriLivestock|06-05-154-0433112|1|6,19053952650175|51,6531875290393||||0,0116||||||||||
Schoeller Technocell GmbH & Co. KG|B_Industry|03-10-10285139970|2|8,12062370266051|52,2745917789296||||||||||||||
Schoellershammer GmbH & Co. KG|B_Industry|06-05-300-0890760|2|6,48949128038285|50,7765165459928|0,123|||||||||||||
Schotmann|K_AgriLivestock|03-88-45600138790|1|7,18152172278413|52,2674404694474||||0,016||||||||||
Schott AG|B_Industry|07-04-6034500|2|8,24529905817313|50,0142055110944|0,269|||||||||||||
Schott AG - Standort Mitterteich|B_Industry|06-09-377-0057-0001|2|12,2435568452905|49,9465743509231|0,956|||||||||||||
Schulte-Sienbeck, Max|K_AgriLivestock|06-05-558-0236116|1|7,40592500561326|51,736985139738||||0,0153||||||||||
Schulz-Gahmen, Werner LWB|K_AgriLivestock|06-05-978-0239358|1|7,54940855594421|51,6826795824395||||0,0169||||||||||
Schulze Austrup-Streyl, Thomas|K_AgriLivestock|06-05-558-0081114|1|7,48891973997981|51,8209522890956||||0,0124||||||||||
Schulze Brüning, Meinolf|K_AgriLivestock|06-05-570-0212297|1|7,89910746062889|51,8322154285757||||0,0134||||||||||
Schulze Esking, Philipp|K_AgriLivestock|06-05-558-0141827|1|7,35683970843883|52,0183437773465||||0,0119||||||||||
Schulze Havixbeck, Jan-Bernd|K_AgriLivestock|06-05-566-0385607|1|7,46842067737066|52,0071422025197||||0,0172||||||||||
Schulze Lohoff, Martin|K_AgriLivestock|06-05-566-9968973|1|7,38361551064672|52,0497718505365||||0,0171||||||||||
Schulze Pals, Paul|K_AgriLivestock|06-05-558-0158863|1|7,49300418983173|51,7802889579164||||0,0176||||||||||
Schulze Spenneberg, Bernd|K_AgriLivestock|06-05-566-0399230|1|7,37487493819084|52,1342545271175||||0,0146||||||||||
Schulze Temming, Thomas|K_AgriLivestock|06-05-558-0187656|1|7,39983393836192|52,0072823597519||||0,0186||||||||||
Schulze Tenkhoff, Gisela|K_AgriLivestock|06-05-570-0391498|1|7,96430469828328|51,7319664219482||||0,0117||||||||||
Schulze Wierling, Theodor|K_AgriLivestock|06-05-558-8662514|1|7,39381814016512|52,0060135541602||||0,0135||||||||||
Schulze Wülfing, Theo|K_AgriLivestock|06-05-558-0062747|1|7,34378335933128|51,8298510417268||||0,0123||||||||||
Schwaneberger Schweinemast GmbH|K_AgriLivestock|16438|1|11,4790329364308|51,993713332743||||0,0101||||||||||
Schwarze Andreas|K_AgriLivestock|03-92-46000206580|1|8,21494514735478|52,4929725227137||||0,0138||||||||||
Schweine- und Biogasanlage Alt Tellin|K_AgriLivestock|13-50-1283|1|13,2768044318596|53,8552461881357||||0,0705||||||||||
Schweine-Betreibergemeinschaft Großmühlingen|K_AgriLivestock|12604|1|11,7261555649245|51,9522934741884||||0,0265||||||||||
Schweineanlage Bornhof Saatzucht Steinach GmbH & Co. KG|K_AgriLivestock|13-50-5055|1|12,9074357853866|53,4776626443842||||0,0106||||||||||
Schweineanlage Dolgen LWB Thomas Böckermann|K_AgriLivestock|13-50-7000067|1|13,3484926175189|53,3463271514517||||0,0102||||||||||
Schweineanlage Dolgen Schweinemast Böckermann Dolgen KG|K_AgriLivestock|13-50-7000068|1|13,3528962988849|53,3454980179384||||0,0267||||||||||
Schweineanlage Kublank|K_AgriLivestock|13-50-7000065|1|13,5061064062326|53,5507702843874||||0,0209||||||||||
Schweineanlage Kummerow Kummerower Schweineproduktion GmbH & Co. KG|K_AgriLivestock|13-50-7000045|1|12,8347874392214|53,7657775555302||||0,013||||||||||
Schweineanlage Pasewalk|K_AgriLivestock|13-50-8401|1|14,0180473387788|53,5192145895412||||0,0128||||||||||
Schweineanlage Siedenbollentin Andresen Siedenbollentin GmbH & Co. KG|K_AgriLivestock|13-50-7000069|1|13,3875293159137|53,7328858662017||||0,011||||||||||
Schweineanlage Tützpatz Schweinemast von Paepcke GbR, Hofverwaltung Tützpatz|K_AgriLivestock|13-50-7000057|1|13,1418300790801|53,7191956706347||||0,0186||||||||||
Schweineanlage Vielank|K_AgriLivestock|13-40-1354036|1|11,1441898352685|53,2356017171938||||0,0107||||||||||
Schweinehaltung Beuna KG|K_AgriLivestock|14501|1|11,9499999245121|51,3258945687033||||0,0202||||||||||
Schweinehaltung Düben GmbH & Co. KG|K_AgriLivestock|10456|1|12,3880428236466|51,9224984183773||||0,0258||||||||||
Schweinehaltung Gruß Stefan Gruss|K_AgriLivestock|06-00280370534|1|8,98560550352168|50,7719188540636||||0,0109||||||||||
Schweinehaltung Rau|K_AgriLivestock|06-00106290535|1|9,28707679301833|50,7780503301007||||0,0123||||||||||
Schweinehaltungsanlage/ Gülle - Paetrower Schweinemastanlage|K_AgriLivestock|13-40-1358011|1|11,1620672555926|53,7300095901943||||0,0318||||||||||
Schweinemast BRA-DER GmbH|K_AgriLivestock|12-20600710000|1|13,4174481632705|52,6589680125942||||0,0206||||||||||
Schweinemast E. Schulze Roberg Schweinemastanlage Engelswacht|K_AgriLivestock|13-60-13807|1|13,1665062922103|54,2070703585296||||0,038||||||||||
Schweinemast Gerbisbach GmbH & Co. KG Schweinemast Gerbisbach GmbH &  Co.KG|K_AgriLivestock|17352|1|12,9609642438141|51,752101562463||||0,0207||||||||||
Schweinemast Groß Bäbelin GmbH|K_AgriLivestock|13-30-633|1|12,3863199711312|53,6413513245077||||0,023||||||||||
Schweinemast Gutenswegen GmbH|K_AgriLivestock|13983|1|11,4928241083808|52,2260588298006||||0,0127||||||||||
Schweinemast Kleingarn/Muhs KG Neddelhorst|K_AgriLivestock|01-20-57078504268|1|10,427492809561|54,3787422351102||||0,0103||||||||||
Schweinemast Kuunders GmbH Schweinemast Kuunders GmbH|K_AgriLivestock|07-05-8332200|1|7,37124454607241|49,187981381614||||0,0362||||||||||
Schweinemast Poppel GmbH & Co. KG - Poppel|K_AgriLivestock|16448|1|11,6296588432531|51,1290742956798||||0,0222||||||||||
Schweinemast Schadow GmbH|K_AgriLivestock|12-30672830000|1|14,2751179965712|52,0443775667035||||0,0125||||||||||
Schweinemast- und Milchviehanlage Beyern|K_AgriLivestock|12-40626090000|1|13,2051664233449|51,6149576027394||||0,0175||||||||||
Schweinemast- und Zuchtanlage Rohlstorf|K_AgriLivestock|13-40-1358013|1|11,5314830865313|53,9206990706371||||0,0175||||||||||
"Schweinemastanlage ""Hahletal"" Wellen Agrar-und Handels GmbH Teistungen"|K_AgriLivestock|16-77-76145310000|1|10,2787741513126|51,4719763871544||||0,0151||||||||||
Schweinemastanlage - Gut Bothmer Elmenhorst -Scheibler  KG|K_AgriLivestock|13-40-1358109|1|11,1314245181919|53,9961917233886||||0,0196||||||||||
Schweinemastanlage Am Balken|K_AgriLivestock|03-78-33570546303|1|9,38332214786076|53,0098232284532||||0,01||||||||||
Schweinemastanlage Bandenitz, OT Besendorf SMA Alt Zachun GmbH|K_AgriLivestock|13-40-1354016|1|11,308322435355599|53,511918568975||||0,0542||||||||||
Schweinemastanlage Berthelsdorf GmbH Seifersbacher Marktfrucht GmbH|K_AgriLivestock|14-65-42643250000|1|12,7841515137179|50,9587641008424||||0,0147||||||||||
Schweinemastanlage Bresegard bei Eldena|K_AgriLivestock|13-40-1354073|1|11,3795949981497|53,2486421209387||||0,0153||||||||||
Schweinemastanlage Bärenklau|K_AgriLivestock|12-40714210000|1|14,5596110376999|51,9300065320575||||0,0101||||||||||
Schweinemastanlage Bärhaus|K_AgriLivestock|12-40664350000|1|13,7771122479003|51,460990566086||||0,0109||||||||||
Schweinemastanlage Camin|K_AgriLivestock|13-40-1354108|1|10,9679206927739|53,4679922619964||||0,0131||||||||||
Schweinemastanlage Domänenstrasse / Völlen|K_AgriLivestock|03-89-45702234520|1|7,46741577928035|53,1013003356044||||0,0144||||||||||
Schweinemastanlage Etzdorf|K_AgriLivestock|10522|1|11,7466704189921|51,4287086682688||||0,0276||||||||||
Schweinemastanlage Großrössen|K_AgriLivestock|12-40626190000|1|13,2416737653531|51,6308693824819||||0,014||||||||||
Schweinemastanlage Heberndorf|K_AgriLivestock|16-85-69499080000|1|11,5284569213326|50,4841041388842||||0,0214||||||||||
Schweinemastanlage Herzberg|K_AgriLivestock|13-40-4200|1|11,9257715318123|53,5326368096952||||0,0211||||||||||
Schweinemastanlage Jocksdorf|K_AgriLivestock|12-40712130000|1|14,5976100007576|51,6649435175299||||0,0173||||||||||
Schweinemastanlage Jückelberg|K_AgriLivestock|16-76-42170980000|1|12,6326937430176|50,9257917507949||||0,0102||||||||||
Schweinemastanlage Karrenzin|K_AgriLivestock|13-40-4216|1|11,8144189771193|53,3355647336649||||0,0196||||||||||
Schweinemastanlage Kleintauschwitz|K_AgriLivestock|16-76-42173500000|1|12,3690048884232|50,9271037523691||||0,0124||||||||||
Schweinemastanlage Kolbow Schweinemastanlage Kolbow|K_AgriLivestock|13-40-1354019|1|11,6651955427723|53,298037287117||||0,0242||||||||||
Schweinemastanlage Langeneichstädt|K_AgriLivestock|18722|1|11,7279336085354|51,342397888979||||0,0115||||||||||
Schweinemastanlage Langenwetzendorf|K_AgriLivestock|16-79-69498840000|1|12,1102862542871|50,6898731391171||||0,0684||||||||||
Schweinemastanlage Loeschen I|K_AgriLivestock|12-40710700000|1|14,2629420914895|51,6649386788697||||0,0127||||||||||
Schweinemastanlage Loeschen II|K_AgriLivestock|12-40710250000|1|14,2695579081091|51,6545496957562||||0,0496||||||||||
Schweinemastanlage Losten|K_AgriLivestock|13-40-1358024|1|11,4651480454581|53,800095411455||||0,146||||||||||
Schweinemastanlage Löhsten|K_AgriLivestock|12-40626420000|1|13,1363207889809|51,6111418634322||||0,0111||||||||||
Schweinemastanlage Oschätzchen Schweinemast Oschätzchen GmbH|K_AgriLivestock|12-40620240000|1|13,3878186547439|51,4826946580927||||0,0582||||||||||
Schweinemastanlage Plate Stefan Wille-Niebur Schweinemast Plate|K_AgriLivestock|13-40-4393|1|11,4871937421892|53,5616892042837||||0,01||||||||||
Schweinemastanlage Schkölen|K_AgriLivestock|16-84-73301390000|1|11,8388042118474|51,0417355869467||||0,0208||||||||||
Schweinemastanlage Schöngleina|K_AgriLivestock|16-84-73972190001|1|11,7272903494971|50,9224257692647||||0,0238||||||||||
Schweinemastanlage Solz|K_AgriLivestock|16-87-41200070000|1|10,3465469445313|50,6188389861347||||0,0447||||||||||
Schweinemastanlage Sukow|K_AgriLivestock|13-40-4510|1|11,5628603767555|53,5568211963294||||0,0109||||||||||
Schweinemastanlage Süderhof|K_AgriLivestock|03-78-33570514766|1|9,58510165791174|52,9682519377201||||0,0108||||||||||
Schweinemastanlage Testorf-Steinfort, OT Fräulein-Steinfort|K_AgriLivestock|13-40-1358352|1|11,291301992364|53,7717421275657||||0,0105||||||||||
Schweinemastanlage Waltersdorf|K_AgriLivestock|16-76-42174410000|1|12,3877206461837|51,0389550063334||||0,0155||||||||||
Schweinemastanlage Warin-Wilhelmshof|K_AgriLivestock|13-40-1358202|1|11,7351215798671|53,8011025273105||||0,0151||||||||||
Schweinemastanlage Werenzhain|K_AgriLivestock|12-40623240000|1|13,5005453299952|51,6581107759508||||0,0139||||||||||
Schweinemastanlage Woestmann KG|K_AgriLivestock|17622|1|11,829882916137|51,4574433224138||||0,0214||||||||||
Schweinemastanlage Züsow|K_AgriLivestock|13-40-1358166|1|11,6797021659543|53,9251268380557||||0,0111||||||||||
Schweinemastanlage/ BGA Wanzlitz Hopman GmbH Wanzlitz|K_AgriLivestock|13-40-1354134|1|11,4996759568872|53,2479246122276||||0,0647||||||||||
Schweinemastmast-/-zuchtanlage Wendisch Priborn|K_AgriLivestock|13-40-4000|1|12,317422712193|53,3317752476308||||0,0424||||||||||
Schweineproduktion Brenkenhof GmbH|K_AgriLivestock|13-60-80237|1|13,5094944688944|53,8390899183366||||0,0404||||||||||
Schweineproduktion Burkersdorf GmbH|K_AgriLivestock|14-65-59371720001|1|13,4761896352494|50,8229673891008||||0,0238||||||||||
Schweineproduktion Friedersdorf|K_AgriLivestock|14-75-00142800000|1|14,8562126246456|51,1128752971946||||0,0125||||||||||
Schweineproduktion Kodersdorf GmbH (622)|K_AgriLivestock|14-75-45996370000|1|14,9039149610242|51,2359109949079||||0,0102||||||||||
Schweinezuchanlage Gleicherwiesen|K_AgriLivestock|16-80-41203440936|1|10,6279292494172|50,3585761658322||||0,0148||||||||||
Schweinezucht Binde GmbH|K_AgriLivestock|10097|1|11,3965075659955|52,8445136707058||||0,0127||||||||||
Schweinezucht Heygendorf GmbH & Co. KG|K_AgriLivestock|16-82-76247260000|1|11,3658386335706|51,3496094074547||||0,0101||||||||||
Schweinezucht Kugler|K_AgriLivestock|06-08-50931292|1|9,34256403265356|47,9386567863857||||0,0134||||||||||
Schweinezucht Lindenberg GbR|K_AgriLivestock|12-30671190000|1|14,1015660278114|52,1870209991265||||0,0167||||||||||
Schweinezucht Lutten GmbH & Co KG|K_AgriLivestock|03-92-46000415440|1|8,32348244145123|52,7603989777702||||0,0145||||||||||
Schweinezucht Morgenrot GmbH|K_AgriLivestock|16457|1|11,2071748590125|51,7890903202536||||0,0142||||||||||
Schweinezucht Neuhaus GmbH|K_AgriLivestock|03-76-33550490483|1|10,9742548129299|53,2942587890867||||0,0145||||||||||
Schweinezucht Pappendorf GmbH & Co. KG|K_AgriLivestock|14-65-49582660000|1|13,1970373460555|50,9925894041233||||0,0129||||||||||
Schweinezucht Schulzendorf KG|K_AgriLivestock|12-30646500000|1|14,106955270285|52,6873151072185||||0,0158||||||||||
Schweinezucht St. Michaelis GmbH|K_AgriLivestock|14-65-59371720000|1|13,3106599966112|50,8710874334139||||0,0115||||||||||
Schweinezucht- und -mastanlage Sonnewalde|K_AgriLivestock|12-40623540000|1|13,6215088927894|51,6906336423737||||0,0331||||||||||
Schweinezucht- und Mastanlage Tornitz|K_AgriLivestock|12-40660080000|1|14,0911301089295|51,7534446852538||||0,12||||||||||
Schweinezucht-/ mastanlage / BGA Klein Laasch Schweinezucht Klein Laasch GmbH|K_AgriLivestock|13-40-1354255|1|11,5722572091075|53,3534531095902||||0,0121||||||||||
Schweinezucht-/-mastanlage Woeten|K_AgriLivestock|13-40-4125|1|11,8903242246257|53,5317104018464||||0,0181||||||||||
Schweinezuchtanlage / BGA Fahrbinde|K_AgriLivestock|13-40-1354196|1|11,4957865401439|53,4451598024684||||0,0346||||||||||
Schweinezuchtanlage Blumberg GmbH|K_AgriLivestock|12-20735670000|1|14,1728509957049|53,2100175996415||||0,0103||||||||||
Schweinezuchtanlage Garlitz|K_AgriLivestock|13-40-1354045|1|11,0267201033886|53,3367747848788||||0,014||||||||||
Schweinezuchtanlage Grießen|K_AgriLivestock|12-40714070000|1|14,5872991630156|51,8510743639386||||0,016||||||||||
Schweinezuchtanlage Gröden|K_AgriLivestock|12-40620370000|1|13,5863710562971|51,4029128727261||||0,0301||||||||||
Schweinezuchtanlage Karft|K_AgriLivestock|13-40-1354031|1|11,0530170568757|53,5320661731436||||0,0113||||||||||
Schweinezuchtanlage Kölsa|K_AgriLivestock|12-40626030000|1|13,2164300604772|51,566758226186||||0,0149||||||||||
Schweinezuchtanlage Langenbernsdorf|K_AgriLivestock|14-64-65684740000|1|12,307776804305|50,7440015221006||||0,021||||||||||
Schweinezuchtanlage Löbichau|K_AgriLivestock|16-76-42320970000|1|12,2599658032805|50,8842524345844||||0,0103||||||||||
Schweinezuchtanlage Rippershausen|K_AgriLivestock|16-87-41200080000|1|10,3621817680258|50,6154105295629||||0,03||||||||||
Schweinezuchtanlage Rüdigershagen|K_AgriLivestock|16-77-75287290001|1|10,4487070630181|51,3514247603249||||0,0239||||||||||
Schwering & Hasse Elektrodraht GmbH|E_Solvents|06-05-700-0068548|1|9,24604252136137|51,9626352505853||0,149||||||||||||
Schüer, Karl|K_AgriLivestock|06-05-558-0257510|1|7,18185878171795|52,0367779747793||||0,0145||||||||||
Seifersbacher Marktfrucht GmbH|K_AgriLivestock|14-65-00050710000|1|13,0487494486201|50,9734959321655||||0,0126||||||||||
Sengenhorst, Peter|K_AgriLivestock|06-05-570-0408941|1|7,88607608436326|51,8615671752344||||0,0141||||||||||
Shell Deutschland Oil GmbH Rheinland Raffinerie Werk Nord|B_Industry|06-05-300-0213768|4|6,97684553644303|50,8549933741484|1,04||0,294|||||||||||
Shell Deutschland Oil GmbH Rheinland Raffinerie, Werk Süd|B_Industry|06-05-300-0215443|4|7,00575627868132|50,8141104234868|0,821|0,293|0,454|||||||||||
"Siedlungsabfalldeponie ""Alte Scheune"""|J_Waste|06-05-900-9001960|1|7,91316458253651|51,0718520701079||||||||||||||
Siedlungsabfalldeponie Cantdorf|J_Waste|12-40710004028|1|14,3559608417373|51,5902073817959||||||||||||||
Siedlungsabfalldeponie Horm|J_Waste|06-05-300-9011404|1|6,44069382949134|50,7484174686853||||||||||||||
Siegfried PharmaChemikalien Minden GmbH - ehem BASF Werk Minden-|B_Industry|06-05-700-0067847|1|8,94110855168995|52,2983227925502||||||||||||||
Silbitz Guss GmbH|B_Industry|16-84-73731190000|2|11,9885363172162|50,9573500068143||||||0,227||||||||
Skassaer Landschweinehof SMA Skassa Medessener Str., GF Herr Hermann|K_AgriLivestock|14-72-63763963549|1|13,4754515022046|51,2761374465569||||0,0184||||||||||
Smits GmbH|K_AgriLivestock|06-05-154-9004580|1|6,16676415224422|51,576751003132||||0,012||||||||||
Smurfit Kappa Hoya Papier und Karton GmbH|B_Industry|03-06-06277201660|2|9,15020224784863|52,8113798709016||||||||||||||
Smurfit Kappa Zülpich Papier GmbH|B_Industry|06-05-300-0079450|2|6,65300591210981|50,7065918471057|0,216|||||||||||||
Snoek & Vogel GbR|K_AgriLivestock|03-88-45602440494|1|6,73079582188435|52,5432205533046||||0,0136||||||||||
Solnhofer Portland-Zementwerke GmbH & Co. KG|B_Industry|06-09-577-0058-0001|2|10,9976972878493|48,8849124578345|0,251|||||||||0,011||||
Solvay & CPC Barium Strontium GmbH & Co KG|B_Industry|07-01-599149|1|7,31614847722136|50,5112102215321|||||||1,17|||||||
Solvay Chemicals GmbH|B_Industry|06-05-100-0989137|1|6,5778890987794|51,5646646843319|0,499||0,381|0,314|||11,0|||||||
Solvay Fluor GmbH|B_Industry|06-08-7047053|1|9,17601659921726|49,2296562986708||||||||||||||
Sonae Arauco Beeskow GmbH|B_Industry|12-30670890000|2|14,2557528609744|52,1812612704417||0,688||||0,0502||||||||
Sonae Arauco Deutschland AG, Werk Nettgau .|B_Industry|13157|2|10,9098490556232|52,6620204845304|0,286|||||0,395||||||||
Sonae Arauco Deutschland GmbH Werk Meppen|B_Industry|03-04-04041303780|2|7,36315624794508|52,7071588186238|0,123|0,38||||||||||||
Sophienhof Ferkel GmbH|K_AgriLivestock|03-84-45200900210|1|7,25706455897349|53,6597353682609||||0,013||||||||||
Spenner GmbH & Co. KG|B_Industry|06-05-900-0255642|2|8,33612642963734|51,6011207259531|0,51|||0,0229|||1,95|||||||
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH|K_AgriLivestock|12-50610000538|1|13,5974372176673|52,2365381378269||||0,0468||0,0602||||||||
Spreenhagener Vermehrungsbetrieb für Legehennen GmbH|K_AgriLivestock|12-50612380000|1|13,6129031761043|52,218657463627||||0,0231||||||||||
Stadt Bielefeld Kläranlage (Bielefeld Brake)|J_Waste|06-05-700-0278814|1|8,61428386060729|52,0670415276493||||||||||||||
Stadt Lübbecke Kläranlage (Lübbecke)|J_Waste|06-05-700-0348439|1|8,620047919405|52,319096859837||||||||||||||
Stadt Paderborn -STEB- Stadtentwässerungsbetrieb Paderborn|J_Waste|06-05-700-0238180|1|8,6436031109489|51,7497465644101||||||||||||||
Stadtentwässerung Frankfurt am Main - Sindlingen|J_Waste|06-00201010412|1|8,52081330584499|50,0671252179204||||||||||||||
Stadtwerke Bielefeld GmbH|A_PublicPower|06-05-700-9073508|5|8,61515460532281|51,9996571553641||||||||||||||
Stadtwerke Duisburg AG|A_PublicPower|06-05-100-0031758|5|6,75076290596149|51,4290798147769||||||||||||||
Stadtwerke Duisburg AG|A_PublicPower|06-05-100-0229264|5|6,74807002393149|51,3905093414076|0,136|||||||||||||
Stadtwerke Düsseldorf AG|A_PublicPower|06-05-100-0167182|5|6,72915097863114|51,2191044335569|0,62||||||0,769|||||||
Stadtwerke Düsseldorf AG|J_Waste|06-05-100-0407176|2|6,82300187851179|51,2256732427172|0,357|||||||||||||
Stadtwerke Erfurt / HKW Ost|A_PublicPower|16-30-30400102003|5|11,0401191723367|51,0172423170719|0,181|||||||||||||
Stadtwerke Flensburg GmbH|A_PublicPower|01-50-01000004838|3|9,43269578392638|54,8048545092916|0,196||0,208|||||||||||
Stadtwerke Frankfurt (Oder) GmbH Stadtwerke Frankfurt (Oder) GmbH|A_PublicPower|12-30532000000|5|14,5315166401919|52,3182215367203|0,141||0,166|||||||||||
Stadtwerke Leipzig GmbH|A_PublicPower|16725|5|12,5699365772614|51,8708533262732||||||||||||||
Stadtwerke Leipzig GmbH, HKW Leipzig|A_PublicPower|14-80-55047380000|5|12,3781626779252|51,3514417271002||||||||||||||
Stadtwerke Münster GmbH|A_PublicPower|06-05-500-0221194|5|7,64051049088003|51,9502603783038|0,176|||||||||||||
Stadtwerke Osnabrück AG Kläranlage Eversburg|J_Waste|03-10-10100420010|1|8,01813349734231|52,2982301429486||||||||||||||
Stadtwerke Rostock AG|A_PublicPower|13-30-2102110|3|12,0838301193717|54,1277766528551||||||||||||||
Stahlwerk Thüringen GmbH|B_Industry|16-86-74283520000|5|11,4342877973921|50,6534956845769|0,156||||||1,27|0,275|||0,11299999999999999|0,18||
Statkraft Markets GmbH|A_PublicPower|06-05-300-9975553|5|6,84716942373725|50,8616034826589||||||||||||||
Statkraft Markets GmbH (Biomasseheizkraftwerk Emden)|J_Waste|03-04-04041762920|3|7,20169769087539|53,3406807156755|0,127|||||||||||||
Steag GmbH KW Lünen|A_PublicPower|06-05-900-0884101|5|7,47814405518768|51,6159906755887|0,714||0,342|||||||||||
Steffen Gellert|K_AgriLivestock|03-80-35900403320|1|9,07841206381283|53,8201804078868||||0,0122||||||||||
Stegemann, Lothar|K_AgriLivestock|06-05-500-0304283|1|7,70604215214281|52,3467687028535||||0,0146||||||||||
Stora Enso Maxau GmbH|B_Industry|06-08-2719142|2|8,31325864943994|49,042576767134|0,295|||||||||||||
Stora Enso Sachsen GmbH|B_Industry|14-80-56918040000|2|12,5913417810146|51,4646193059766|0,148|||||||||||||
Storkebaum, Ansgar|K_AgriLivestock|06-05-558-0317058|1|7,50271480918903|51,7698474253723||||0,0145||||||||||
Storkower Geflügelmast GmbH|K_AgriLivestock|12-30672930000|1|13,9568946233025|52,2732139516708||||0,0175||||||||||
Storm, Albert|K_AgriLivestock|06-05-566-9973534|1|7,47101941074277|52,3136782846701||||0,0145||||||||||
Städtische Werke, Kraftwerk Kassel|A_PublicPower|06-14600010611|5|9,48333036898341|51,2792839383848||||||||||||||
Südpack Verpackungen GmbH & Co. KG|E_Solvents|06-08-4540166|1|9,96361485235234|48,0633008075767||0,269||||||||||||
Südzucker AG Mannheim / Ochsenfurt, Werk Zeitz|B_Industry|16873|1|12,1100118833055|51,0489946167405|0,2||0,316|||||||||||
Südzucker AG Werk Offstein|B_Industry|07-05-8153238|1|8,2193107048388|49,6019689349813||||0,0134||||||||||
Südzucker Werk Ochsenfurt|B_Industry|06-09-679-0057-0002|1|10,0801583289279|49,6666365110085|0,106|||||||||||||
Südzucker Werk Plattling|B_Industry|06-09-271-0135-0001|1|12,8827192432084|48,787619936182|0,151|0,163||0,0176||||||||||
Südzucker Werk Rain|B_Industry|06-09-779-0128-0016|1|10,9099584302396|48,6989015254334||||0,0105||||||||||
TOKAI ERFTCARBON GmbH|B_Industry|06-05-100-9000737|2|6,61780328859359|51,0805778807571|||||||0,919|||||||
TOTAL Raffinerie Mitteldeutschland GmbH (Raffinerie/POX)|B_Industry|17192|4|12,0001179708506|51,2876432105941|0,619|0,223|1,47||||4,63|||||||
TRIMET Aluminium SE|B_Industry|06-05-100-0327911|2|6,96816974780881|51,4900491737932|||1,68|||0,053|13,5|||||||
TRIMET Aluminium SE Niederlassung Voerde|B_Industry|06-05-100-0382786|2|6,6154085570687|51,6255360467961|||0,85||||7,85|||||||
TRIMET Aluminium SE, Niederlassung Hamburg|B_Industry|06-02-B23204H000|2|9,88720980155128|53,5123954805377|||1,23||||9,16|||||||
TROMPETTER GUSS CHEMNITZ GmbH|B_Industry|14-61-49431220000|2|12,9222234522793|50,8512362301504||||||||||||||
TSB Tiefdruck Schwann Bagel GmbH & Co. KG|E_Solvents|06-05-116-0330579|1|6,47821104666653|51,2306292568945||0,531||||||||||||
TWS Thüringer Wärme Service GmbH|A_PublicPower|16-86-00300070000|5|11,3286181533123|50,6862013717246||||||||||||||
Tebbe, Heinrich|K_AgriLivestock|03-91-45903267600|1|7,73776973903426|52,4383966458934||||0,0113||||||||||
Technische Betriebe Solingen Müllheizkraftwerk|J_Waste|06-05-100-0171298|2|7,07272028935283|51,1776316445637|0,124|||||||||||||
Technow GbR|K_AgriLivestock|12-10700960000|1|11,9264674994216|53,0368339671065||||0,011||||||||||
Tegelmann, Monika|K_AgriLivestock|06-05-566-9978436|1|7,63664581526348|52,327142971199||||0,0153||||||||||
Teiner, Andreas|K_AgriLivestock|06-05-570-0230738|1|7,84355310801756|51,8225287898059||||0,01||||||||||
Ten Kate GmbH & Co. KG|B_Industry|03-04-04247430190|1|7,51311739506228|52,8290061337312||||||||||||||
Tenhagen, Hermann und Guido|K_AgriLivestock|06-05-554-0189243|1|6,91096450608009|52,1549307012422||||0,0153||||||||||
Theodor Haseke|K_AgriLivestock|06-05-512-9965402|1|6,90295982090482|51,6122670298487||||0,0142||||||||||
